coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
xrp,681.8333333333333,-18.26602247096035,9,10,33,9,15.173270595518082,24,-6.4510607429426265,-0.8036871290082777,"""[17.535392829900843, 1.9642201834862374, 23.892106005074712, 12.456947608200448, 27.208294209702647, 2.340677966101689, 5.704136766568166, 22.169263336155787, 23.288396454472206]""","""[-7.280073706951327, -11.081056522408753, -6.758506731946145, -4.4313953488372, -3.5659433393610644, -4.198124098124095, -0.5936917169500736, -12.337583205325142, -14.829729729729728, -2.654535017221574, -3.5759895519389158, -3.52094284522319, -8.293384223918576, -6.484576865297939, -6.74997217584863, -4.8208121827411174, -7.168062827225136, -16.941730461100228, -8.823110321689365, -5.912069663831511, -5.683566760037335, -1.669640373534664, -5.423901712583759, -2.0270584487975793]"""
xrp,681.8333333333333,-36.59179098629886,9,11,28,7,15.833774811374946,21,-7.020391174567784,-1.6100030255521378,"""[23.892106005074712, 11.19032258064516, 24.542492339121544, 1.6401129943502788, 4.994339622641507, 21.28865368331921, 23.288396454472206]""","""[-1.0521454185730097, -7.699440843817521, -8.006976744186046, -8.91130507065669, -3.7401925391095068, -5.1793650793650645, -1.8414965986394607, -12.337583205325142, -9.613513513513515, -5.383911671924288, -9.272841978770279, -6.484576865297939, -9.588035614913752, -4.8208121827411174, -8.17210031347962, -17.671657468399495, -11.020647149460704, -5.870308123249286, -1.887132644956327, -5.423901712583759, -3.4502699269609414]"""
xrp,681.8333333333333,1.6151744681117068,9,12,23,8,14.110695529431954,15,-7.418025984489592,0.07106609735030732,"""[23.892106005074712, 10.3137348719392, 26.811076443057715, 1.6401129943502788, 3.5099585062240717, 23.32887662453268, 0.37412090082972516, 23.015577889447247]""","""[-1.0521454185730097, -8.385677976871271, -8.006976744186046, -10.13047935716265, -4.701135345085158, -5.87200577200576, -8.023717432178357, -9.613513513513515, -8.318913169599687, -9.272841978770279, -7.38985866600545, -10.903400054839606, -6.656968337073046, -8.416578322061778, -4.526177679418277]"""
xrp,681.8333333333333,2.889356202896217,9,13,21,6,18.549080726945196,15,-7.227008543918329,0.12712884784192596,"""[28.309090909090923, 9.525668449197864, 26.024031007751926, 1.4367231638418017, 23.32887662453268, 22.670094207255968]""","""[-1.7322492889823162, -8.855877493963662, -11.016506717850284, -11.626738708783604, -7.0967388081826295, -3.1817076618603397, -9.613513513513515, -9.272841978770279, -10.19858138975715, -10.903400054839606, -7.355048616305163, -0.3697095435684581, -9.513269968927078, -2.1152612013304593, -5.553683212140386]"""
xrp,681.8333333333333,-13.519003425598417,9,14,21,6,17.57098774051694,15,-7.92966199124667,-0.5948229324389429,"""[27.335064935064935, 7.003825136612029, 26.024031007751926, 0.1464157706093167, 23.32887662453268, 21.58771296853076]""","""[-3.9085816742920665, -10.599874403416228, -11.016506717850284, -12.500548696844998, -7.78098881695115, -3.1817076618603397, -10.127027027027033, -9.272841978770279, -10.318802596778069, -10.903400054839606, -10.247095487409625, -0.6996691480562361, -9.513269968927078, -2.1152612013304593, -6.759354434346596]"""
xrp,681.8333333333333,-11.51801969451456,9,15,20,6,19.09878643202016,14,-9.007909877616822,-0.506781604745202,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 7.5836917562724, 33.432357473035445, 20.547853736089028]""","""[-5.4188899707887, -10.712911328811858, -11.016506717850284, -15.007508161044603, -8.575573866980573, -3.1817076618603397, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-2.045937061860903,9,16,17,6,16.02133563323282,11,-8.924904623750708,-0.09001923029453987,"""[24.35887445887447, 6.261392925692349, 22.786334610472544, 7.5836917562724, 16.71625740897543, 18.42146263910971]""","""[-5.4188899707887, -12.50403071017275, -15.238361367335855, -9.643325526932088, -3.509411101718794, -7.451688901504394, -11.996655317444423, -12.43469584034624, -10.247095487409625, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-20.221716292036263,9,17,17,6,15.269124035854071,11,-10.166950955196427,-0.8897357449441524,"""[24.35887445887447, 6.261392925692349, 22.786334610472544, 4.696163069544369, 15.09051651143099, 18.42146263910971]""","""[-8.494855918075734, -12.901528540721289, -16.528763802854833, -10.894297352342164, -6.182191780821917, -8.026657263751751, -13.231911532385457, -12.43469584034624, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-2.2370805154517357,9,18,15,6,14.401993268091587,9,-9.84989334711125,-0.09842935536086836,"""[24.35887445887447, 5.140174672489082, 19.97662835249042, 4.696163069544369, 15.09051651143099, 17.149602543720185]""","""[-8.494855918075734, -13.21280342693956, -19.34488725747248, -2.6028441410694056, -8.620179372197303, -13.231911532385457, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,12.446852557941117,9,19,13,6,13.10649771732851,7,-9.456019106575708,0.547649342564019,"""[22.089428494767922, 2.683842794759822, 18.792261001517463, 4.696163069544369, 13.227688399661302, 17.149602543720185]""","""[-8.494855918075734, -15.339887111947323, -10.22060828526482, -8.816367713004487, -10.425951729285888, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-10.526003143022383,9,20,13,6,10.393213261279199,7,-10.412183244385366,-0.4631338464297309,"""[16.153229974160205, 1.876712699702132, 11.801928112354213, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-10.409400094473316, -15.339887111947323, -10.22060828526482, -10.19148877183256, -12.235327286099531, -4.87281405116457, -9.615757109915442]"""
xrp,681.8333333333333,2.4676820159076427,9,21,12,6,11.31180684198796,6,-10.900526506003354,0.10857559590891609,"""[24.629692265040198, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 14.603557312252969]""","""[-10.494053798961783, -17.621166509877707, -10.22060828526482, -12.406937974993863, -5.044635357006497, -9.615757109915442]"""
xrp,681.8333333333333,31.946026797847942,9,22,10,6,10.808156532404743,4,-8.225728099145126,1.4055939436843388,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 13.227688399661302, 14.603557312252969]""","""[-11.279978949830431, -3.3185206098249633, -13.068864917872029, -5.235547919053079]"""
xrp,681.8333333333333,8.73132245956934,9,23,9,5,9.081006049603198,4,-9.168426947111662,0.3841696511176928,"""[18.677056277056284, 1.876712699702132, 11.111616281837666, 1.7312622629169432, 12.008382726502964]""","""[-14.660853927369757, -3.5366197183098564, -13.068864917872029, -5.407369224895007]"""
xrp,681.8333333333333,2.1548171147253012,9,24,9,5,8.691638469817658,4,-10.325843808590749,0.09480984616244299,"""[18.677056277056284, 1.3274171828709858, 9.71407389974112, 1.7312622629169432, 12.008382726502964]""","""[-15.438415338415341, -4.8777777777777755, -13.068864917872029, -7.918317200297847]"""
xrp,681.8333333333333,3.0855587820808945,10,5,86,22,11.238156382527148,64,-3.814904400523691,0.135761569487793,"""[33.14184694866001, 0.44254333730316164, 5.574028941355684, 2.1575819393444933, 6.425792417650722, 7.747328244274809, 4.887175833570823, 2.1957662492546333, 5.386725663716799, 14.053846153846147, 5.666376934492263, 1.607779886148, 4.567197029965528, 8.228530259366007, 1.9553359683794396, 34.87745955979847, 5.579466544033111, 8.710192183113799, 57.34411640657951, 0.3119262455865027, 31.378537360890295, 4.99988630826701]""","""[-1.168999028182692, -5.815658021133522, -7.909747504403993, -12.738230647709319, -2.3051773729626084, -5.588828619398163, -3.377528884696998, -4.206062556313559, -5.668312284730187, -0.6319148936170164, -9.958532272325382, -0.07466430200152294, -2.8826086956521846, -4.2646131099063505, -9.267165967645283, -0.280668473351397, -3.733037114479867, -1.8012227538543226, -5.758914728682178, -4.2189931350114485, -5.404806565064479, -4.168791946308731, -4.518557943362125, -2.310663198959685, -0.7692573402417944, -2.1590682196339475, -3.67675111773473, -5.400532589398928, -1.9843572534847775, -1.2076398750355053, -1.3633352049410454, -1.9626309662398187, -0.3982107355864759, -4.847137404580159, -2.1004879238838705, -6.547658739887225, -5.70502881089575, -3.1037214247740503, -3.8156704361874083, -3.856948437799513, -1.4896931094383294, -6.915578465063013, -5.240681193145756, -2.951750891172154, -4.057219251336901, -3.8434375713307394, -5.9568738229755205, -2.632617037605524, -1.6659955257270773, -1.6531165872851536, -3.1728951357310167, -3.004434728294808, -2.2080873898045246, -3.590990990991002, -6.203199556130927, -2.207959022852648, -0.018166939443532856, -1.9783017022109282, -2.3916666666666666, -2.915474984808593, -13.953727144866376, -3.288591571863488, -1.5159292035398277, -4.345356641173716]"""
xrp,681.8333333333333,-12.86923518746507,10,6,69,20,10.73619851645299,49,-4.644759296255609,-0.5662337652759015,"""[27.810328262610067, 4.6960725075528735, 1.329920410090389, 3.999605223200732, 2.183245911755636, 6.220610687022899, 4.374209176403532, 1.4689757252812394, 0.046498681511866535, 12.352639555443298, 3.5998545001039246, 14.116385954895806, 1.3139827179889918, 29.440654699049624, 4.35103857566766, 8.335549817086296, 52.91607180129408, 1.7045417680454102, 30.00731319554848, 4.456471158507029]""","""[-4.075095785440601, -6.658743006784897, -13.610587102983645, -3.2207598371777504, -1.534533124673971, -6.528015564202335, -1.0533366783743165, -3.943292834118526, -6.1854865974402315, -13.439196716505435, -3.2867263629180936, -5.312190259185427, -5.9616647127784335, -4.567281879194628, -7.664026206075048, -4.385408185129637, -2.935216371775748, -2.1590682196339475, -0.5019292604501612, -2.092136304062908, -3.9499751614505745, -4.248747786491265, -2.019277448489988, -2.6266704098820908, -5.111389521640092, -2.6236593059936957, -8.067639127237062, -5.70502881089575, -3.7440454185370955, -3.8156704361874083, -1.5740108611326495, -7.831568998109649, -5.600526870389874, -3.498665554628865, -7.354174397031543, -4.01404451266308, -3.8861915367483286, -4.494491697043337, -3.0786644499861406, -6.820346856611953, -2.263507562703423, -6.203199556130927, -2.512710867006676, -0.236852394916896, -2.637878787878803, -3.0775167105529766, -13.953727144866376, -5.513605876716692, -2.0147224456959]"""
xrp,681.8333333333333,-13.877908181621345,10,7,53,14,13.00216302211284,39,-5.023286935671823,-0.6106143907826552,"""[25.63587281599244, 0.2658536585365857, 3.904854368932036, 3.1354703415218785, 3.635144312393885, 2.9468935967626835, 2.3476249740717763, 12.696610169491528, 30.745371856607797, 4.830061912405417, 7.570940170940168, 52.91607180129408, 1.2584752635847491, 30.141037067044756]""","""[-4.212864658058335, -9.73006459189666, -5.329625696840987, -2.8521744774763076, -4.322397062680291, -6.528015564202335, -3.3611401543440382, -5.310371819960857, -0.37641277641278004, -4.873082942097036, -12.964864864864857, -6.547831184056277, -0.07084548104956591, -1.1422698320787472, -5.196476510067112, -5.426064164395046, -2.1590682196339475, -4.204872881355936, -4.252781338118429, -5.557227138643067, -4.957070579306854, -2.879337450870303, -3.69971202303816, -0.359672812256557, -8.067639127237062, -5.976207887176813, -3.7440454185370955, -5.799381761978356, -4.579469099958525, -11.213225499524253, -5.314785214785207, -4.494491697043337, -8.937772397094431, -3.9992996403558494, -5.442516753536868, -5.740074211502779, -13.405203938115333, -2.6994865211810004, -0.1803470994697003]"""
xrp,681.8333333333333,25.591540270851514,10,8,41,13,13.68701487985765,28,-5.440701898832069,1.1260027496341414,"""[24.659955926334014, 1.6682700630641745, 0.7944543828264767, 0.618993409227086, 2.1228474957794083, 19.35305892303355, 13.402711961176138, 28.788302086083974, 2.340677966101689, 7.272682718943111, 52.91607180129408, 0.28267875125881425, 23.710487953026934]""","""[-8.165982595142232, -4.322397062680291, -7.026070038910504, -3.3611401543440382, -6.827005870841493, -1.0759072888075742, -5.878240499739718, -12.964864864864857, -7.632239155920281, -0.07084548104956591, -10.184202085004012, -0.22257405515832268, -1.7775005242189155, -5.581597494126864, -4.790288044863617, -6.402108876900441, -4.507636159460974, -1.6733814805261786, -5.024940742691598, -4.641683948569065, -12.001169370049036, -7.839876321563923, -5.912069663831511, -8.937772397094431, -3.9992996403558494, -5.423901712583759, -5.023465362158751, -1.071492275840101]"""
xrp,681.8333333333333,-14.232544716472587,10,9,36,10,14.218152951150483,26,-6.0159259318452865,-0.6262180515680924,"""[20.271526693724642, 2.5265214606021877, 1.323785594639864, 26.00656893149139, 12.456947608200448, 28.788302086083974, 2.340677966101689, 6.252891515407349, 22.169263336155787, 20.045044319097507]""","""[-4.322397062680291, -8.588228004956624, -5.999632802937565, -8.020792079207933, -2.425581395348823, -1.7656571774682026, -3.794083694083688, -12.337583205325142, -14.829729729729728, -1.1727747173093597, -1.312366134572642, -3.0146571608303563, -7.01516709511569, -6.484576865297939, -5.915247634947127, -4.8208121827411174, -5.963874345549746, -16.941730461100228, -8.823110321689365, -5.912069663831511, -8.937772397094431, -5.2914098972922385, -0.6220883534136529, -5.423901712583759, -5.607337857030147, -1.071492275840101]"""
xrp,681.8333333333333,-23.91627858761695,10,10,33,9,14.665386414357354,24,-6.4960315132013795,-1.0522928735690666,"""[14.728375286041201, 0.9215664018161175, 23.892106005074712, 11.887471526195892, 27.208294209702647, 1.6401129943502788, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-7.280073706951327, -11.258930218260067, -6.758506731946145, -4.4313953488372, -2.3302591922844975, -5.1793650793650645, -0.5936917169500736, -12.337583205325142, -14.829729729729728, -2.654535017221574, -3.5759895519389158, -3.52094284522319, -7.962595419847337, -7.38985866600545, -6.74997217584863, -4.8208121827411174, -7.168062827225136, -16.941730461100228, -8.823110321689365, -6.499351964358043, -5.459477124182997, -1.669640373534664, -5.423901712583759, -2.245240743683451]"""
xrp,681.8333333333333,-25.219967951400786,10,11,27,7,15.886998198407449,20,-6.8214477670126445,-1.1096539308853928,"""[23.892106005074712, 9.863411201801291, 26.514785992217888, 1.6401129943502788, 4.994339622641507, 21.28865368331921, 23.015577889447247]""","""[-1.0521454185730097, -7.699440843817521, -8.006976744186046, -8.91130507065669, -4.402360322677031, -5.1793650793650645, -1.0599561162918276, -9.613513513513515, -5.383911671924288, -9.272841978770279, -6.484576865297939, -9.588035614913752, -4.8208121827411174, -8.363816475495309, -16.941730461100228, -11.020647149460704, -7.868232498629132, -1.8683290284124707, -5.423901712583759, -3.467056591843202]"""
xrp,681.8333333333333,7.154152261078233,10,12,22,8,13.643958126709807,14,-7.2855366251857285,0.3147757044717874,"""[3.998124098124111, 18.75822510822512, 9.525668449197864, 26.811076443057715, 0.5496415770609225, 3.5099585062240717, 23.32887662453268, 22.670094207255968]""","""[-1.7322492889823162, -8.385677976871271, -9.840882917466416, -10.13047935716265, -5.436495701156245, -9.613513513513515, -8.318913169599687, -9.272841978770279, -7.38985866600545, -10.903400054839606, -6.981077038145103, -8.416578322061778, -1.0493670886076, -4.526177679418277]"""
xrp,681.8333333333333,-2.237256106167996,10,13,21,6,17.880315447619758,15,-7.301276586125769,-0.09843708118069894,"""[28.309090909090923, 7.003825136612029, 26.024031007751926, 0.1464157706093167, 23.32887662453268, 22.469653237121673]""","""[-2.0166563620625646, -8.855877493963662, -11.016506717850284, -11.626738708783604, -7.0967388081826295, -3.1817076618603397, -9.613513513513515, -9.272841978770279, -10.19858138975715, -10.903400054839606, -7.355048616305163, -0.3697095435684581, -9.513269968927078, -2.1152612013304593, -6.383296772171736]"""
