coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
sol,682,-30,14,9,9,3,6,25.3,-17.7,"""[2.43, 53.53, 19.83]""","""[-18.35, -21.29, -19.53, -26.15, -11.01, -9.65]""",-1.3
sol,682,-34,14,10,8,2,6,33.2,-16.9,"""[46.5, 19.83]""","""[-2.01, -20.96, -21.29, -28.7, -16.01, -12.28]""",-1.5
sol,682,-47,14,11,7,2,5,30.4,-21.6,"""[46.5, 14.2]""","""[-11.64, -23.63, -23.73, -30.25, -18.75]""",-2.1
sol,682,-46,14,12,6,2,4,28.1,-25.8,"""[42.6, 13.67]""","""[-27.02, -23.73, -31.6, -20.9]""",-2.1
sol,682,-67,14,13,6,2,4,25.9,-29.9,"""[39.62, 12.25]""","""[-30.45, -25.85, -36.41, -26.69]""",-3.0
sol,682,-90,14,14,6,2,4,20.9,-33.0,"""[32.59, 9.19]""","""[-32.0, -27.25, -45.36, -27.31]""",-4.0
sol,682,-93,14,15,5,2,3,16.4,-42.0,"""[25.18, 7.65]""","""[-41.03, -56.95, -28.03]""",-4.1
sol,682,-61,14,16,4,2,2,12.7,-43.2,"""[22.29, 3.09]""","""[-56.95, -29.5]""",-2.7
sol,682,-72,14,17,4,2,2,9.5,-45.6,"""[17.91, 1.06]""","""[-56.95, -34.23]""",-3.2
sol,682,14,14,18,2,1,1,14.9,-0.5,"""[14.94]""","""[-0.45]""",0.6
sol,682,5,14,19,2,1,1,12.6,-7.4,"""[12.63]""","""[-7.37]""",0.2
sol,682,-8,14,20,2,0,2,,-4.1,"""[]""","""[-0.31, -7.94]""",-0.4
sol,682,-21,14,21,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-21,14,22,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-24,14,23,2,0,2,,-12.0,"""[]""","""[-10.26, -13.76]""",-1.1
sol,682,-25,14,24,2,0,2,,-12.7,"""[]""","""[-10.26, -15.22]""",-1.1
sol,682,-5,15,6,14,4,10,31.0,-13.0,"""[4.88, 82.33, 5.11, 31.7]""","""[-23.46, -21.45, -1.89, -10.58, -15.97, -14.79, -12.67, -4.29, -9.47, -15.06]""",-0.2
sol,682,43,15,7,9,3,6,38.6,-12.0,"""[14.35, 71.28, 30.08]""","""[-13.19, -13.16, -15.97, -19.7, -3.29, -6.58]""",1.9
sol,682,-1,15,8,9,3,6,28.5,-14.5,"""[9.28, 56.36, 19.83]""","""[-13.11, -16.1, -17.47, -24.13, -7.04, -9.31]""",-0.1
sol,682,-26,15,9,9,3,6,24.8,-16.8,"""[1.05, 53.53, 19.83]""","""[-15.1, -21.29, -19.53, -24.13, -11.01, -9.65]""",-1.2
sol,682,-41,15,10,8,2,6,30.4,-17.0,"""[46.5, 14.2]""","""[-2.73, -20.96, -21.29, -28.7, -16.01, -12.28]""",-1.8
sol,682,-48,15,11,7,2,5,30.4,-21.9,"""[46.5, 14.2]""","""[-11.64, -24.89, -23.73, -30.25, -18.75]""",-2.1
sol,682,-68,15,12,7,2,5,27.4,-24.6,"""[42.6, 12.25]""","""[-14.79, -27.02, -23.73, -36.41, -21.24]""",-3.0
sol,682,-76,15,13,6,2,4,23.0,-30.6,"""[37.6, 8.33]""","""[-32.0, -27.25, -36.41, -26.69]""",-3.4
sol,682,-75,15,14,5,2,3,18.8,-37.7,"""[30.63, 6.87]""","""[-40.5, -45.36, -27.31]""",-3.3
sol,682,-85,15,15,5,2,3,16.5,-39.4,"""[30.63, 2.4]""","""[-41.43, -48.3, -28.57]""",-3.7
sol,682,-67,15,16,4,2,2,11.7,-45.5,"""[22.29, 1.06]""","""[-56.95, -33.96]""",-3.0
sol,682,-78,15,17,4,1,3,17.9,-32.1,"""[17.91]""","""[-56.95, -34.23, -5.26]""",-3.5
sol,682,-55,15,18,3,1,2,14.9,-35.2,"""[14.94]""","""[-62.94, -7.37]""",-2.4
sol,682,5,15,19,2,1,1,12.6,-7.4,"""[12.63]""","""[-7.37]""",0.2
sol,682,-11,15,20,2,0,2,,-5.9,"""[]""","""[-0.31, -11.48]""",-0.5
sol,682,-23,15,21,2,0,2,,-11.5,"""[]""","""[-10.26, -12.82]""",-1.0
sol,682,-23,15,22,2,0,2,,-11.9,"""[]""","""[-10.26, -13.63]""",-1.1
sol,682,-26,15,23,2,0,2,,-13.2,"""[]""","""[-10.26, -16.14]""",-1.2
sol,682,-29,15,24,2,0,2,,-15.0,"""[]""","""[-10.26, -19.71]""",-1.3
sol,682,0,16,6,14,3,11,39.8,-10.9,"""[82.33, 5.11, 31.85]""","""[-0.72, -23.46, -20.88, -1.89, -10.58, -6.07, -14.79, -12.67, -4.47, -9.47, -15.06]""",-0.0
sol,682,24,16,7,10,3,7,38.6,-13.0,"""[14.35, 71.28, 30.08]""","""[-12.65, -16.1, -15.97, -17.05, -19.7, -3.29, -6.58]""",1.1
